"contig","D","JK_D","V_JK_D","Z","pvalue","nABBA","nBABA","nBlocks","H1","H2","H3","H4","p_adjust"
"MA_135932","-0.701901","-0.701901","0.009977","-7.027176","0.000000","0.335194","1.913682","2","South_RS","Mid_North_RS","BS","NS",0
"MA_136086","0.220589","0.220589","0.002105","4.807837","0.000002","6.300340","4.023099","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_136320","0.674074","0.674074","0.009040","7.089518","0.000000","1.228986","0.239272","2","South_RS","Mid_North_RS","BS","NS",0
"MA_136388","0.256218","0.256218","0.000082","28.258194","0.000000","1.718570","1.017532","2","South_RS","Mid_North_RS","BS","NS",0
"MA_136390","0.617764","0.617764","0.001703","14.971471","0.000000","1.333918","0.315171","2","South_RS","Mid_North_RS","BS","NS",0
"MA_136493","-0.302021","-0.302021","0.004839","-4.341520","0.000014","8.589258","16.022537","5","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_136719","-0.091779","-0.091779","0.000088","-9.810832","0.000000","4.967228","5.971142","2","South_RS","Mid_North_RS","BS","NS",0
"MA_137025","1.000000","1.000000","0.000000","Inf","0.000000","1.018881","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_137318","0.342295","0.342295","0.004811","4.934790","0.000001","2.046283","1.002648","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_137774","0.463331","0.463331","0.000450","21.836876","0.000000","2.576147","0.944789","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138058","0.998274","0.998274","0.000553","42.461688","0.000000","2.058652","0.001778","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138082","0.827264","0.827264","0.019520","5.921109","0.000000","2.310171","0.218386","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138205","0.311493","0.311493","0.000999","9.856483","0.000000","9.667678","5.075338","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138328","0.964222","0.964222","0.000125","86.367979","0.000000","2.560788","0.046644","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138360","0.627643","0.627643","0.003291","10.939981","0.000000","2.978480","0.681389","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138402","-0.108775","-0.108775","0.000368","-5.670235","0.000000","1.983581","2.467777","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138436","0.193914","0.193914","0.002247","4.090602","0.000043","13.191548","8.906444","2","South_RS","Mid_North_RS","BS","NS",0.000398923697270471
"MA_138486","0.077737","0.077737","0.000052","10.805789","0.000000","3.044693","2.605467","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138630","0.686041","0.686041","0.018720","5.014142","0.000001","2.044553","0.380718","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_138644","-0.250584","-0.250584","0.001142","-7.413755","0.000000","8.549467","14.266873","2","South_RS","Mid_North_RS","BS","NS",0
"MA_138760","0.317239","0.317239","0.004215","4.886547","0.000001","1.597007","0.827772","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_138924","0.493982","0.493982","0.006794","5.993183","0.000000","15.662866","5.305072","3","South_RS","Mid_North_RS","BS","NS",0
"MA_139086","0.347155","0.347155","0.001125","10.349115","0.000000","4.069814","1.972272","4","South_RS","Mid_North_RS","BS","NS",0
"MA_139263","0.681688","0.681688","0.003814","11.037577","0.000000","5.634817","1.066566","3","South_RS","Mid_North_RS","BS","NS",0
"MA_139278","0.397707","0.397707","0.004635","5.841666","0.000000","1.780042","0.767046","2","South_RS","Mid_North_RS","BS","NS",0
"MA_139582","0.364184","0.364184","0.006780","4.422862","0.000010","1.558079","0.726187","2","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_139814","-0.271201","-0.271201","0.000003","-158.806410","0.000000","7.559419","13.185443","2","South_RS","Mid_North_RS","BS","NS",0
"MA_139912","1.000000","1.000000","0.000000","Inf","0.000000","0.981209","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_139924","0.242182","0.242182","0.001358","6.572898","0.000000","9.364247","5.712842","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140162","0.778682","0.778682","0.007118","9.229869","0.000000","1.027348","0.127831","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140184","-0.490994","-0.490994","0.001093","-14.852297","0.000000","0.433086","1.268607","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140220","0.124758","0.124758","0.000040","19.772300","0.000000","12.999801","10.115919","3","South_RS","Mid_North_RS","BS","NS",0
"MA_140223","1.000000","1.000000","0.000000","Inf","0.000000","1.185577","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140292","0.437818","0.437818","0.000994","13.884761","0.000000","2.702538","1.056683","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140305","-0.468049","-0.468049","0.007223","-5.507168","0.000000","1.069427","2.951343","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140500","0.176809","0.176809","0.001278","4.945791","0.000001","10.150765","7.100566","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_140579","0.985065","0.985065","0.000716","36.825703","0.000000","1.300555","0.009785","3","South_RS","Mid_North_RS","BS","NS",0
"MA_140591","0.139535","0.139535","0.000335","7.628853","0.000000","19.433946","14.674621","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140610","0.325643","0.325643","0.001400","8.702454","0.000000","0.412059","0.209615","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140627","0.193677","0.193677","0.000028","36.453979","0.000000","4.960113","3.350535","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140645","-0.395657","-0.395657","0.000187","-28.960806","0.000000","7.356709","16.989448","4","South_RS","Mid_North_RS","BS","NS",0
"MA_140937","-0.848972","-0.848972","0.024861","-5.384342","0.000000","0.102049","1.249341","2","South_RS","Mid_North_RS","BS","NS",0
"MA_140961","0.123905","0.123905","0.000137","10.602312","0.000000","1.507825","1.175364","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141009","-0.082711","-0.082711","0.000042","-12.786578","0.000000","10.001660","11.805330","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141032","0.735850","0.735850","0.007130","8.714749","0.000000","3.981323","0.605851","4","South_RS","Mid_North_RS","BS","NS",0
"MA_141049","0.886919","0.886919","0.005264","12.223867","0.000000","1.233049","0.073895","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141074","0.547245","0.547245","0.003788","8.891566","0.000000","1.511529","0.442304","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141447","0.252841","0.252841","0.002638","4.922606","0.000001","6.235475","3.718658","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_141453","-0.357546","-0.357546","0.004804","-5.158328","0.000000","20.562937","43.450746","3","South_RS","Mid_North_RS","BS","NS",0
"MA_141466","-0.669889","-0.669889","0.016563","-5.205211","0.000000","0.312760","1.582115","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141469","0.830541","0.830541","0.035557","4.404549","0.000011","1.381408","0.127881","3","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_141616","-0.348415","-0.348415","0.002673","-6.739482","0.000000","3.602679","7.455527","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141884","0.183231","0.183231","0.000077","20.941516","0.000000","3.353669","2.314996","2","South_RS","Mid_North_RS","BS","NS",0
"MA_141902","0.476132","0.476132","0.006664","5.832730","0.000000","0.707603","0.251123","2","South_RS","Mid_North_RS","BS","NS",0
"MA_14206","1.000000","1.000000","0.000000","Inf","0.000000","1.106586","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_14538","0.735915","0.735915","0.026664","4.506751","0.000007","8.115273","1.234580","4","South_RS","Mid_North_RS","BS","NS",7.27484364141765e-05
"MA_14614","0.245399","0.245399","0.001068","7.509629","0.000000","11.666383","7.068786","3","South_RS","Mid_North_RS","BS","NS",0
"MA_14798","0.924820","0.924820","0.023086","6.086764","0.000000","7.580165","0.296067","3","South_RS","Mid_North_RS","BS","NS",0
"MA_14860","-0.808006","-0.808006","0.009042","-8.497166","0.000000","1.500656","14.131674","3","South_RS","Mid_North_RS","BS","NS",0
"MA_15038","0.342945","0.342945","0.003736","5.610399","0.000000","14.005093","6.852191","6","South_RS","Mid_North_RS","BS","NS",0
"MA_15053","0.438001","0.438001","0.004873","6.274150","0.000000","3.030625","1.184429","4","South_RS","Mid_North_RS","BS","NS",0
"MA_15092","0.692931","0.692931","0.009558","7.087634","0.000000","3.065588","0.556045","2","South_RS","Mid_North_RS","BS","NS",0
"MA_151032","0.145582","0.145582","0.000024","29.912672","0.000000","14.116371","10.528517","2","South_RS","Mid_North_RS","BS","NS",0
"MA_151308","-0.278817","-0.278817","0.004706","-4.064416","0.000048","7.384928","13.095107","3","South_RS","Mid_North_RS","BS","NS",0.000442292051756007
"MA_15231","0.568858","0.568858","0.014448","4.732631","0.000002","18.892635","5.191934","7","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_15270","0.567047","0.567047","0.000600","23.142121","0.000000","0.679147","0.187639","2","South_RS","Mid_North_RS","BS","NS",0
"MA_15290","0.999901","0.999901","0.000000","2534.435061","0.000000","1.014839","0.000050","2","South_RS","Mid_North_RS","BS","NS",0
"MA_156003","0.249796","0.249796","0.001615","6.216128","0.000000","6.427883","3.858405","3","South_RS","Mid_North_RS","BS","NS",0
"MA_1563","0.494902","0.494902","0.014359","4.130070","0.000036","12.366869","4.178526","4","South_RS","Mid_North_RS","BS","NS",0.000336697936210131
"MA_15718","-0.538819","-0.538819","0.016791","-4.158150","0.000032","4.812539","16.057940","3","South_RS","Mid_North_RS","BS","NS",0.000301360201511335
"MA_15727","-0.514150","-0.514150","0.010409","-5.039417","0.000000","4.474764","13.945579","4","South_RS","Mid_North_RS","BS","NS",0
"MA_15758","-0.199915","-0.199915","0.002056","-4.409291","0.000010","7.804058","11.704022","3","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_158110","-0.163237","-0.163237","0.000672","-6.297501","0.000000","7.875553","10.948305","3","South_RS","Mid_North_RS","BS","NS",0
"MA_158210","0.984912","0.984912","0.000081","109.099755","0.000000","1.882314","0.014308","2","South_RS","Mid_North_RS","BS","NS",0
"MA_158316","0.959219","0.959219","0.039157","4.847476","0.000001","0.306365","0.006377","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_158437","-0.072396","-0.072396","0.000262","-4.471627","0.000008","1.154299","1.334476","2","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_158461","0.824049","0.824049","0.002079","18.073618","0.000000","5.604217","0.540594","3","South_RS","Mid_North_RS","BS","NS",0
"MA_158556","-0.129512","-0.129512","0.000519","-5.682224","0.000000","4.391383","5.698088","2","South_RS","Mid_North_RS","BS","NS",0
"MA_158684","0.439115","0.439115","0.005531","5.904559","0.000000","1.847839","0.720182","2","South_RS","Mid_North_RS","BS","NS",0
"MA_158836","-0.426738","-0.426738","0.000279","-25.533206","0.000000","1.547470","3.851355","2","South_RS","Mid_North_RS","BS","NS",0
"MA_158974","-0.064468","-0.064468","0.000019","-14.928629","0.000000","0.814319","0.926550","2","South_RS","Mid_North_RS","BS","NS",0
"MA_161600","-0.062709","-0.062709","0.000067","-7.681995","0.000000","20.654165","23.417901","3","South_RS","Mid_North_RS","BS","NS",0
"MA_163563","0.287344","0.287344","0.003340","4.971784","0.000001","14.182965","7.851499","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_163947","0.252056","0.252056","0.003689","4.149764","0.000033","14.042170","8.388417","3","South_RS","Mid_North_RS","BS","NS",0.000310191703331238
"MA_16477","0.143713","0.143713","0.000324","7.981895","0.000000","3.326152","2.490260","2","South_RS","Mid_North_RS","BS","NS",0
"MA_165628","0.040577","0.040577","0.000086","4.383378","0.000012","37.288577","34.380483","3","South_RS","Mid_North_RS","BS","NS",0.000121093117408907
"MA_16626","0.559336","0.559336","0.003499","9.456409","0.000000","13.645038","3.856054","3","South_RS","Mid_North_RS","BS","NS",0
"MA_1665","-0.113065","-0.113065","0.000066","-13.899161","0.000000","11.799613","14.807996","2","South_RS","Mid_North_RS","BS","NS",0
"MA_167253","0.102952","0.102952","0.000045","15.353267","0.000000","38.923161","31.656826","3","South_RS","Mid_North_RS","BS","NS",0
"MA_16782","0.956492","0.956492","0.001873","22.102306","0.000000","0.619674","0.013780","3","South_RS","Mid_North_RS","BS","NS",0
"MA_168127","0.112113","0.112113","0.000771","4.038949","0.000054","5.836552","4.659775","4","South_RS","Mid_North_RS","BS","NS",0.000493323152107514
"MA_168726","-0.105495","-0.105495","0.000498","-4.725960","0.000002","9.634985","11.907630","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_168881","0.127595","0.127595","0.000381","6.540479","0.000000","19.471215","15.064630","4","South_RS","Mid_North_RS","BS","NS",0
"MA_169767","0.228186","0.228186","0.002005","5.095548","0.000000","37.193685","23.373151","4","South_RS","Mid_North_RS","BS","NS",0
"MA_170055","0.086847","0.086847","0.000182","6.437730","0.000000","9.884314","8.304662","2","South_RS","Mid_North_RS","BS","NS",0
"MA_17053","-0.662975","-0.662975","0.020053","-4.681705","0.000003","3.236732","15.970962","4","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_170794","0.925316","0.925316","0.008282","10.167640","0.000000","1.342485","0.052076","2","South_RS","Mid_North_RS","BS","NS",0
"MA_17103","0.403666","0.403666","0.000369","21.013486","0.000000","6.084756","2.585048","3","South_RS","Mid_North_RS","BS","NS",0
"MA_171043","0.869874","0.869874","0.044231","4.136115","0.000035","1.547920","0.107721","4","South_RS","Mid_North_RS","BS","NS",0.00032775516593613
"MA_17180","-0.287929","-0.287929","0.000131","-25.166573","0.000000","7.950458","14.380055","2","South_RS","Mid_North_RS","BS","NS",0
"MA_172852","0.048268","0.048268","0.000039","7.757204","0.000000","33.093202","30.045646","3","South_RS","Mid_North_RS","BS","NS",0
"MA_173260","0.929688","0.929688","0.000280","55.586747","0.000000","0.204516","0.007452","2","South_RS","Mid_North_RS","BS","NS",0
"MA_17390","-0.759229","-0.759229","0.031444","-4.281560","0.000019","1.617133","11.815795","3","South_RS","Mid_North_RS","BS","NS",0.000185837148463048
"MA_174872","0.679721","0.679721","0.002030","15.086023","0.000000","1.933388","0.368647","2","South_RS","Mid_North_RS","BS","NS",0
"MA_175060","0.550825","0.550825","0.003878","8.845759","0.000000","8.589641","2.487868","3","South_RS","Mid_North_RS","BS","NS",0
"MA_175110","0.338446","0.338446","0.003313","5.880245","0.000000","12.281525","6.070394","4","South_RS","Mid_North_RS","BS","NS",0
"MA_175574","-0.786345","-0.786345","0.000494","-35.374274","0.000000","0.459437","3.841301","2","South_RS","Mid_North_RS","BS","NS",0
"MA_175873","0.137382","0.137382","0.000824","4.785112","0.000002","24.148917","18.315135","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_176924","0.407731","0.407731","0.001955","9.220351","0.000000","2.715473","1.142469","2","South_RS","Mid_North_RS","BS","NS",0
"MA_177568","0.659778","0.659778","0.011948","6.036057","0.000000","4.932784","1.011123","2","South_RS","Mid_North_RS","BS","NS",0
"MA_177636","0.280566","0.280566","0.001040","8.699723","0.000000","38.221234","21.473030","4","South_RS","Mid_North_RS","BS","NS",0
"MA_178902","0.164483","0.164483","0.000004","83.065878","0.000000","6.775406","4.861358","2","South_RS","Mid_North_RS","BS","NS",0
"MA_179426","0.208147","0.208147","0.000782","7.445268","0.000000","25.757159","16.881955","3","South_RS","Mid_North_RS","BS","NS",0
"MA_181281","0.193902","0.193902","0.002025","4.308700","0.000016","16.068873","10.849368","4","South_RS","Mid_North_RS","BS","NS",0.000158358702845797
"MA_18185","0.199155","0.199155","0.002159","4.286312","0.000018","19.131082","12.776533","6","South_RS","Mid_North_RS","BS","NS",0.000176749835850295
"MA_181884","-0.295926","-0.295926","0.003223","-5.212456","0.000000","12.584602","23.163327","5","South_RS","Mid_North_RS","BS","NS",0
"MA_181981","0.871085","0.871085","0.000843","30.006740","0.000000","2.051126","0.141319","2","South_RS","Mid_North_RS","BS","NS",0
"MA_182569","0.120000","0.120000","0.000667","4.645572","0.000003","46.865806","36.823134","3","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_184740","0.256275","0.256275","0.001650","6.309384","0.000000","25.865702","15.312698","4","South_RS","Mid_North_RS","BS","NS",0
"MA_184825","-0.185588","-0.185588","0.000010","-57.423820","0.000000","2.538714","3.695757","2","South_RS","Mid_North_RS","BS","NS",0
"MA_186100","-0.132547","-0.132547","0.000570","-5.550594","0.000000","12.399974","16.189398","3","South_RS","Mid_North_RS","BS","NS",0
"MA_186354","-0.120874","-0.120874","0.000669","-4.672028","0.000003","13.234409","16.873691","3","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_186530","0.291665","0.291665","0.005177","4.053601","0.000050","5.336749","2.926615","2","South_RS","Mid_North_RS","BS","NS",0.000459588199139521
"MA_187560","0.365305","0.365305","0.008006","4.082750","0.000045","5.965427","2.773171","2","South_RS","Mid_North_RS","BS","NS",0.000415416666666667
"MA_187623","0.196993","0.196993","0.000914","6.514310","0.000000","7.008022","4.701361","2","South_RS","Mid_North_RS","BS","NS",0
"MA_188710","0.838264","0.838264","0.000256","52.424701","0.000000","7.428765","0.653603","2","South_RS","Mid_North_RS","BS","NS",0
